id,father_height,mother_height,boy_dummy,child_height
3345,1.73,1.54,0,1.62
3346,1.77,1.64,1,1.77
3347,1.73,1.6,0,1.66
3348,1.67,1.66,0,1.65
3349,1.74,1.64,0,1.66
3350,1.72,1.66,0,1.67
3351,1.77,1.64,1,1.77
3352,1.76,1.58,0,1.63
3353,1.76,1.55,1,1.76
3354,1.74,1.62,1,1.76
3355,1.75,1.66,1,1.75
3356,1.73,1.69,0,1.68
3357,1.68,1.68,1,1.73
3358,1.68,1.66,0,1.66
3359,1.81,1.63,0,1.66
3360,1.77,1.76,1,1.78
3361,1.74,1.6,0,1.65
3362,1.65,1.57,1,1.73
3363,1.76,1.65,0,1.67
3364,1.69,1.64,1,1.74
3365,1.68,1.6,1,1.75
3366,1.72,1.61,1,1.75
3367,1.64,1.57,0,1.62
3368,1.72,1.64,0,1.65
3369,1.77,1.75,0,1.69
3370,1.73,1.66,1,1.77
3371,1.74,1.62,0,1.65
3372,1.74,1.69,0,1.65
3373,1.82,1.69,1,1.79
3374,1.7,1.69,1,1.75
3375,1.67,1.6,1,1.73
3376,1.7,1.64,1,1.74
3377,1.78,1.69,1,1.79
3378,1.74,1.62,0,1.66
3379,1.61,1.61,1,1.71
3380,1.74,1.59,1,1.74
3381,1.74,1.7,1,1.76
3382,1.71,1.64,1,1.74
3383,1.7,1.67,1,1.75
3384,1.71,1.59,0,1.64
3385,1.73,1.65,0,1.65
3386,1.75,1.57,1,1.75
3387,1.66,1.65,0,1.65
3388,1.73,1.58,1,1.73
3389,1.74,1.6,0,1.63
3390,1.75,1.7,1,1.78
3391,1.7,1.64,0,1.65
3392,1.69,1.59,1,1.75
3393,1.81,1.66,1,1.77
3394,1.72,1.69,1,1.77
3395,1.71,1.7,1,1.76
3396,1.65,1.58,1,1.72
3397,1.75,1.55,1,1.75
3398,1.69,1.63,0,1.62
3399,1.72,1.61,1,1.76
3400,1.7,1.64,0,1.64
3401,1.8,1.56,1,1.75
3402,1.72,1.64,1,1.74
3403,1.76,1.69,0,1.68
3404,1.69,1.56,0,1.6
3405,1.79,1.7,1,1.78
3406,1.76,1.59,1,1.72
3407,1.71,1.62,0,1.65
3408,1.78,1.63,1,1.76
3409,1.69,1.66,0,1.65
3410,1.78,1.69,0,1.69
3411,1.77,1.69,0,1.66
3412,1.68,1.67,0,1.65
3413,1.72,1.57,1,1.72
3414,1.68,1.56,0,1.61
3415,1.81,1.63,0,1.67
3416,1.71,1.59,1,1.74
3417,1.72,1.64,1,1.74
3418,1.68,1.64,1,1.73
3419,1.69,1.64,1,1.75
3420,1.69,1.57,1,1.73
3421,1.67,1.66,1,1.75
3422,1.73,1.64,0,1.66
3423,1.74,1.63,0,1.64
3424,1.72,1.65,0,1.66
3425,1.72,1.65,1,1.77
3426,1.77,1.59,1,1.74
3427,1.71,1.62,0,1.64
3428,1.64,1.61,1,1.73
3429,1.71,1.65,1,1.75
3430,1.71,1.68,0,1.65
3431,1.8,1.66,1,1.79
3432,1.73,1.57,1,1.73
3433,1.67,1.64,0,1.64
3434,1.68,1.56,0,1.61
3435,1.71,1.71,1,1.75
3436,1.68,1.62,0,1.64
3437,1.79,1.59,0,1.65
3438,1.72,1.66,0,1.64
3439,1.71,1.68,1,1.75
3440,1.73,1.71,0,1.69
3441,1.71,1.65,1,1.77
3442,1.74,1.61,0,1.65
3443,1.68,1.58,1,1.72
3444,1.68,1.55,0,1.62
3445,1.79,1.62,0,1.66
3446,1.75,1.62,1,1.76
3447,1.73,1.54,1,1.72
3448,1.76,1.76,1,1.78
3449,1.75,1.52,0,1.61
3450,1.61,1.57,1,1.7
3451,1.74,1.57,0,1.61
3452,1.75,1.59,0,1.65
3453,1.8,1.61,1,1.77
3454,1.7,1.56,0,1.6
3455,1.68,1.61,0,1.62
3456,1.75,1.57,1,1.75
3457,1.74,1.56,1,1.75
3458,1.75,1.6,0,1.65
3459,1.71,1.61,1,1.75
3460,1.74,1.72,0,1.68
3461,1.78,1.61,0,1.66
3462,1.7,1.66,0,1.66
3463,1.73,1.6,0,1.65
3464,1.84,1.65,0,1.66
3465,1.73,1.67,0,1.67
3466,1.8,1.67,1,1.77
3467,1.75,1.65,1,1.76
3468,1.72,1.64,1,1.73
3469,1.82,1.67,0,1.67
3470,1.63,1.57,0,1.63
3471,1.79,1.59,0,1.64
3472,1.71,1.67,0,1.65
3473,1.77,1.63,1,1.76
3474,1.8,1.54,1,1.74
3475,1.74,1.66,1,1.74
3476,1.7,1.65,1,1.75
3477,1.76,1.71,0,1.69
3478,1.73,1.53,0,1.61
3479,1.71,1.63,1,1.74
3480,1.81,1.65,1,1.79
3481,1.65,1.59,0,1.62
3482,1.72,1.63,1,1.73
3483,1.8,1.65,1,1.78
3484,1.74,1.61,0,1.64
3485,1.66,1.62,1,1.73
3486,1.65,1.56,1,1.72
3487,1.73,1.59,0,1.61
3488,1.73,1.67,0,1.66
3489,1.71,1.67,1,1.74
3490,1.68,1.57,0,1.64
3491,1.8,1.68,1,1.8
3492,1.72,1.61,0,1.64
3493,1.74,1.57,1,1.74
3494,1.86,1.54,0,1.63
3495,1.78,1.64,0,1.66
3496,1.71,1.64,1,1.74
3497,1.72,1.66,1,1.76
3498,1.72,1.65,0,1.65
3499,1.7,1.6,0,1.62
3500,1.76,1.61,1,1.76
3501,1.68,1.64,0,1.64
3502,1.73,1.63,0,1.66
3503,1.67,1.62,0,1.63
3504,1.78,1.59,1,1.76
3505,1.79,1.6,1,1.74
3506,1.79,1.62,1,1.76
3507,1.75,1.64,0,1.65
3508,1.77,1.64,1,1.74
3509,1.78,1.59,1,1.76
3510,1.69,1.63,1,1.75
3511,1.68,1.57,1,1.72
3512,1.74,1.7,1,1.78
3513,1.74,1.65,0,1.66
3514,1.72,1.65,1,1.75
3515,1.73,1.57,1,1.73
3516,1.75,1.69,0,1.69
3517,1.64,1.59,1,1.72
3518,1.75,1.65,1,1.77
3519,1.68,1.64,0,1.64
3520,1.71,1.63,1,1.74
3521,1.68,1.63,0,1.64
3522,1.82,1.75,0,1.69
3523,1.74,1.68,1,1.77
3524,1.77,1.55,1,1.75
3525,1.78,1.67,1,1.78
3526,1.81,1.6,0,1.67
3527,1.75,1.6,1,1.76
3528,1.61,1.57,1,1.7
3529,1.79,1.65,0,1.68
3530,1.74,1.6,1,1.75
3531,1.68,1.66,1,1.74
3532,1.71,1.62,1,1.73
3533,1.7,1.54,1,1.74
3534,1.73,1.62,1,1.74
3535,1.8,1.68,0,1.66
3536,1.7,1.58,0,1.64
3537,1.68,1.62,0,1.63
3538,1.7,1.61,0,1.63
3539,1.76,1.62,0,1.65
3540,1.69,1.63,1,1.74
3541,1.72,1.64,1,1.75
3542,1.76,1.6,0,1.66
3543,1.73,1.66,0,1.66
3544,1.77,1.61,1,1.76
3545,1.65,1.63,0,1.64
3546,1.7,1.65,0,1.65
3547,1.83,1.65,1,1.78
3548,1.75,1.63,1,1.75
3549,1.72,1.61,1,1.74
3550,1.89,1.58,0,1.67
3551,1.72,1.69,0,1.67
3552,1.67,1.61,1,1.73
3553,1.81,1.59,1,1.76
3554,1.7,1.61,1,1.73
3555,1.69,1.65,0,1.66
3556,1.78,1.62,0,1.66
3557,1.7,1.69,1,1.76
3558,1.72,1.65,1,1.75
3559,1.8,1.65,0,1.68
3560,1.7,1.6,0,1.63
3561,1.7,1.69,1,1.74
3562,1.76,1.66,1,1.8
3563,1.67,1.67,0,1.65
3564,1.75,1.57,0,1.64
3565,1.66,1.61,1,1.71
3566,1.73,1.63,1,1.75
3567,1.71,1.62,0,1.65
3568,1.78,1.6,0,1.65
3569,1.73,1.65,1,1.75
3570,1.79,1.67,0,1.67
3571,1.71,1.63,1,1.74
3572,1.73,1.63,0,1.66
3573,1.69,1.62,0,1.65
3574,1.69,1.63,1,1.74
3575,1.77,1.66,0,1.67
3576,1.74,1.68,1,1.77
3577,1.88,1.71,0,1.7
3578,1.69,1.75,0,1.69
3579,1.75,1.67,0,1.67
3580,1.82,1.64,0,1.67
3581,1.7,1.6,0,1.64
3582,1.81,1.69,0,1.69
3583,1.81,1.57,0,1.65
3584,1.72,1.57,0,1.64
3585,1.69,1.56,0,1.61
3586,1.72,1.65,1,1.74
3587,1.73,1.64,1,1.75
3588,1.78,1.6,0,1.66
3589,1.77,1.68,1,1.79
3590,1.75,1.74,1,1.78
3591,1.76,1.7,0,1.69
3592,1.8,1.68,0,1.69
3593,1.73,1.66,0,1.65
3594,1.71,1.57,1,1.74
3595,1.78,1.71,1,1.78
3596,1.79,1.63,0,1.66
3597,1.73,1.56,0,1.62
3598,1.72,1.64,1,1.76
3599,1.81,1.76,1,1.8
3600,1.72,1.63,0,1.63
3601,1.81,1.64,0,1.66
3602,1.67,1.6,0,1.64
3603,1.74,1.66,0,1.66
3604,1.73,1.69,1,1.79
3605,1.79,1.58,1,1.76
3606,1.83,1.59,0,1.66
3607,1.75,1.66,1,1.77
3608,1.72,1.59,0,1.62
3609,1.7,1.57,1,1.74
3610,1.77,1.61,0,1.65
3611,1.88,1.64,1,1.82
3612,1.76,1.67,0,1.68
3613,1.76,1.61,0,1.66
3614,1.69,1.61,1,1.73
3615,1.75,1.61,1,1.76
3616,1.66,1.61,1,1.72
3617,1.72,1.64,1,1.75
3618,1.74,1.7,1,1.75
3619,1.66,1.58,0,1.63
3620,1.69,1.6,1,1.74
3621,1.72,1.62,0,1.65
3622,1.69,1.57,0,1.62
3623,1.74,1.72,0,1.68
3624,1.73,1.72,0,1.66
3625,1.71,1.63,1,1.74
3626,1.74,1.65,1,1.74
3627,1.83,1.59,0,1.67
3628,1.67,1.64,0,1.65
3629,1.78,1.64,1,1.76
3630,1.77,1.61,1,1.76
3631,1.67,1.55,0,1.6
3632,1.67,1.61,1,1.73
3633,1.68,1.62,0,1.63
3634,1.74,1.69,1,1.76
3635,1.74,1.64,0,1.66
3636,1.7,1.54,0,1.61
3637,1.8,1.68,1,1.78
3638,1.72,1.6,1,1.73
3639,1.73,1.6,1,1.75
3640,1.81,1.62,0,1.65
3641,1.83,1.63,1,1.78
3642,1.74,1.68,1,1.76
3643,1.76,1.7,0,1.68
3644,1.75,1.6,0,1.65
3645,1.74,1.55,0,1.64
3646,1.76,1.61,0,1.64
3647,1.66,1.59,0,1.62
3648,1.65,1.64,1,1.73
3649,1.67,1.61,1,1.75
3650,1.72,1.66,1,1.75
3651,1.72,1.61,0,1.63
3652,1.78,1.65,0,1.65
3653,1.7,1.64,0,1.65
3654,1.71,1.66,0,1.65
3655,1.82,1.57,1,1.76
3656,1.72,1.64,1,1.75
3657,1.66,1.66,0,1.66
3658,1.67,1.66,1,1.73
3659,1.7,1.68,0,1.65
3660,1.75,1.58,0,1.64
3661,1.76,1.53,0,1.63
3662,1.78,1.71,1,1.78
3663,1.82,1.77,0,1.71
3664,1.73,1.61,0,1.64
3665,1.72,1.67,0,1.66
3666,1.74,1.63,0,1.64
3667,1.65,1.58,0,1.6
3668,1.74,1.71,1,1.77
3669,1.76,1.75,1,1.77
3670,1.72,1.63,1,1.75
3671,1.74,1.62,1,1.75
3672,1.77,1.64,0,1.67
3673,1.72,1.65,1,1.75
3674,1.77,1.56,1,1.75
3675,1.71,1.65,1,1.74
3676,1.76,1.63,1,1.75
3677,1.7,1.63,1,1.75
3678,1.71,1.66,0,1.65
3679,1.75,1.68,0,1.67
3680,1.7,1.59,0,1.64
3681,1.71,1.63,1,1.72
3682,1.77,1.61,1,1.79
3683,1.75,1.61,0,1.65
3684,1.8,1.67,0,1.67
3685,1.72,1.65,1,1.74
3686,1.66,1.67,1,1.73
3687,1.75,1.66,0,1.64
3688,1.73,1.68,1,1.77
3689,1.67,1.66,1,1.73
3690,1.69,1.65,1,1.74
3691,1.71,1.7,1,1.77
3692,1.74,1.65,0,1.67
3693,1.81,1.65,1,1.79
3694,1.71,1.62,0,1.65
3695,1.72,1.61,1,1.74
3696,1.74,1.62,1,1.76
3697,1.7,1.65,0,1.64
3698,1.77,1.61,1,1.75
3699,1.7,1.61,0,1.65
3700,1.85,1.6,1,1.77
3701,1.68,1.64,1,1.75
3702,1.79,1.59,1,1.76
3703,1.76,1.59,0,1.64
3704,1.69,1.63,1,1.74
3705,1.75,1.61,0,1.65
3706,1.7,1.65,1,1.74
3707,1.72,1.57,1,1.75
3708,1.82,1.63,0,1.67
3709,1.67,1.62,0,1.63
3710,1.59,1.6,1,1.7
3711,1.72,1.63,1,1.75
3712,1.76,1.66,0,1.68
3713,1.74,1.62,1,1.75
3714,1.7,1.6,0,1.63
3715,1.77,1.63,0,1.64
3716,1.78,1.72,1,1.78
3717,1.76,1.6,0,1.66
3718,1.76,1.59,1,1.76
3719,1.73,1.56,0,1.63
3720,1.69,1.56,1,1.73
3721,1.71,1.62,1,1.73
3722,1.68,1.55,0,1.63
3723,1.68,1.61,0,1.62
3724,1.75,1.64,0,1.67
3725,1.71,1.66,1,1.75
3726,1.78,1.67,0,1.65
3727,1.76,1.64,1,1.76
3728,1.67,1.65,1,1.72
3729,1.74,1.71,0,1.66
3730,1.7,1.59,0,1.64
3731,1.75,1.66,0,1.65
3732,1.79,1.65,1,1.78
3733,1.78,1.61,1,1.76
3734,1.81,1.55,0,1.64
3735,1.77,1.65,1,1.78
3736,1.7,1.62,0,1.64
3737,1.8,1.62,0,1.65
3738,1.75,1.66,1,1.75
3739,1.68,1.66,1,1.75
3740,1.69,1.67,0,1.66
3741,1.66,1.63,1,1.73
3742,1.65,1.56,0,1.6
3743,1.72,1.58,1,1.74
3744,1.8,1.64,1,1.77
3745,1.78,1.66,0,1.66
3746,1.75,1.7,0,1.68
3747,1.71,1.66,1,1.73
3748,1.8,1.59,1,1.75
3749,1.72,1.68,0,1.66
3750,1.7,1.68,0,1.64
3751,1.74,1.6,0,1.65
3752,1.74,1.66,1,1.76
3753,1.66,1.59,1,1.73
3754,1.64,1.59,1,1.73
3755,1.73,1.6,1,1.75
3756,1.79,1.59,0,1.64
3757,1.74,1.57,1,1.75
3758,1.73,1.58,0,1.64
3759,1.64,1.56,1,1.69
3760,1.67,1.62,1,1.73
3761,1.78,1.66,1,1.76
3762,1.7,1.57,0,1.62
3763,1.79,1.56,0,1.64
3764,1.75,1.61,0,1.66
3765,1.72,1.63,0,1.64
3766,1.73,1.69,0,1.67
3767,1.68,1.66,0,1.65
3768,1.76,1.64,0,1.65
3769,1.72,1.61,0,1.64
3770,1.72,1.59,0,1.65
3771,1.73,1.61,1,1.74
3772,1.81,1.6,1,1.76
3773,1.71,1.53,0,1.61
3774,1.73,1.6,1,1.74
3775,1.71,1.67,0,1.66
3776,1.78,1.63,0,1.66
3777,1.71,1.7,0,1.67
3778,1.85,1.61,1,1.77
3779,1.8,1.58,1,1.77
3780,1.75,1.67,0,1.66
3781,1.69,1.57,1,1.73
3782,1.7,1.63,1,1.73
3783,1.74,1.63,0,1.66
3784,1.78,1.6,1,1.77
3785,1.78,1.62,1,1.77
3786,1.69,1.53,1,1.72
3787,1.76,1.6,1,1.78
3788,1.67,1.58,1,1.72
3789,1.71,1.64,1,1.75
3790,1.63,1.53,1,1.72
3791,1.76,1.58,0,1.65
3792,1.83,1.66,0,1.69
3793,1.7,1.6,1,1.73
3794,1.76,1.61,0,1.65
3795,1.68,1.57,1,1.75
3796,1.72,1.61,0,1.63
3797,1.67,1.61,0,1.64
3798,1.72,1.56,1,1.74
3799,1.81,1.61,0,1.66
3800,1.78,1.67,0,1.66
3801,1.68,1.57,0,1.61
3802,1.72,1.59,0,1.62
3803,1.82,1.64,0,1.67
3804,1.79,1.57,1,1.77
3805,1.8,1.59,0,1.64
3806,1.76,1.66,0,1.67
3807,1.8,1.74,0,1.7
3808,1.76,1.6,0,1.63
3809,1.68,1.6,0,1.63
3810,1.71,1.69,0,1.66
3811,1.75,1.69,1,1.77
3812,1.75,1.64,1,1.76
3813,1.69,1.57,1,1.72
3814,1.74,1.65,1,1.76
3815,1.78,1.75,0,1.69
3816,1.75,1.72,0,1.68
3817,1.75,1.6,1,1.74
3818,1.72,1.67,0,1.67
3819,1.73,1.64,0,1.66
3820,1.78,1.6,1,1.76
3821,1.78,1.65,0,1.68
3822,1.68,1.66,1,1.75
3823,1.72,1.6,0,1.64
3824,1.78,1.71,1,1.77
3825,1.76,1.57,1,1.74
3826,1.69,1.59,1,1.73
3827,1.73,1.66,1,1.76
3828,1.8,1.7,0,1.68
3829,1.76,1.73,1,1.77
3830,1.74,1.7,1,1.77
3831,1.75,1.67,0,1.68
3832,1.82,1.66,0,1.67
3833,1.73,1.7,0,1.66
3834,1.71,1.64,1,1.74
3835,1.66,1.59,0,1.64
3836,1.69,1.66,1,1.76
3837,1.86,1.65,0,1.68
3838,1.72,1.68,1,1.75
3839,1.73,1.63,1,1.76
3840,1.71,1.6,0,1.64
3841,1.67,1.66,1,1.73
3842,1.74,1.54,0,1.61
3843,1.74,1.66,0,1.65
3844,1.77,1.63,0,1.66
3845,1.68,1.61,0,1.63
3846,1.82,1.65,0,1.67
3847,1.75,1.63,0,1.65
3848,1.71,1.57,1,1.73
3849,1.68,1.58,1,1.73
3850,1.75,1.68,0,1.67
3851,1.73,1.63,1,1.75
3852,1.71,1.61,0,1.63
3853,1.73,1.57,1,1.75
3854,1.77,1.69,0,1.66
3855,1.66,1.62,0,1.62
3856,1.69,1.55,0,1.62
3857,1.8,1.63,0,1.65
3858,1.59,1.59,0,1.6
3859,1.76,1.63,1,1.76
3860,1.75,1.64,1,1.75
3861,1.67,1.57,0,1.63
3862,1.72,1.65,0,1.65
3863,1.77,1.58,1,1.76
3864,1.73,1.6,1,1.73
3865,1.79,1.72,1,1.78
3866,1.7,1.58,0,1.62
3867,1.78,1.63,1,1.74
3868,1.73,1.67,1,1.75
3869,1.69,1.58,0,1.62
3870,1.71,1.56,0,1.64
3871,1.68,1.61,0,1.65
3872,1.72,1.62,1,1.76
3873,1.68,1.65,0,1.65
3874,1.72,1.67,0,1.66
3875,1.74,1.59,0,1.64
3876,1.65,1.57,0,1.6
3877,1.74,1.68,1,1.76
3878,1.81,1.59,1,1.77
3879,1.73,1.63,1,1.75
3880,1.71,1.61,1,1.75
3881,1.72,1.62,1,1.74
3882,1.75,1.73,1,1.78
3883,1.79,1.65,1,1.76
3884,1.73,1.67,0,1.67
3885,1.74,1.63,0,1.66
3886,1.72,1.68,1,1.75
3887,1.75,1.62,1,1.76
3888,1.77,1.6,0,1.65
3889,1.78,1.61,1,1.75
3890,1.72,1.63,0,1.65
3891,1.7,1.61,0,1.64
3892,1.7,1.63,1,1.73
3893,1.68,1.75,0,1.68
3894,1.76,1.65,0,1.68
3895,1.69,1.66,0,1.66
3896,1.74,1.63,0,1.66
3897,1.71,1.65,0,1.67
3898,1.72,1.58,0,1.63
3899,1.7,1.63,0,1.65
3900,1.77,1.64,0,1.67
3901,1.8,1.67,1,1.78
3902,1.67,1.67,0,1.63
3903,1.77,1.65,1,1.77
3904,1.74,1.66,1,1.76
3905,1.73,1.57,0,1.62
3906,1.74,1.64,1,1.74
3907,1.69,1.68,0,1.66
3908,1.75,1.65,1,1.76
3909,1.72,1.51,0,1.63
3910,1.73,1.64,1,1.74
3911,1.69,1.56,1,1.73
3912,1.78,1.69,0,1.68
3913,1.69,1.68,1,1.74
3914,1.71,1.65,0,1.66
3915,1.74,1.65,1,1.75
3916,1.79,1.71,1,1.8
3917,1.77,1.63,0,1.65
3918,1.73,1.63,1,1.74
3919,1.76,1.59,0,1.64
3920,1.76,1.56,1,1.77
3921,1.71,1.66,0,1.66
3922,1.76,1.6,1,1.74
3923,1.71,1.65,1,1.75
3924,1.7,1.59,0,1.64
3925,1.67,1.59,1,1.73
3926,1.74,1.58,0,1.65
3927,1.7,1.61,0,1.65
3928,1.72,1.57,0,1.64
3929,1.74,1.63,0,1.65
3930,1.7,1.65,1,1.71
3931,1.76,1.66,1,1.76
3932,1.72,1.62,0,1.64
3933,1.69,1.62,1,1.74
3934,1.8,1.61,0,1.65
3935,1.71,1.62,0,1.65
3936,1.7,1.67,0,1.64
3937,1.68,1.56,0,1.61
3938,1.71,1.66,0,1.67
3939,1.81,1.61,1,1.77
3940,1.72,1.66,1,1.75
3941,1.77,1.61,1,1.75
3942,1.66,1.66,1,1.72
3943,1.72,1.61,0,1.65
3944,1.78,1.71,0,1.7
3945,1.75,1.61,0,1.65
3946,1.82,1.62,0,1.67
3947,1.72,1.57,1,1.72
3948,1.66,1.6,0,1.64
3949,1.71,1.68,0,1.64
3950,1.82,1.65,1,1.77
3951,1.78,1.61,0,1.66
3952,1.77,1.56,0,1.64
3953,1.71,1.63,1,1.74
3954,1.76,1.65,1,1.78
3955,1.76,1.6,1,1.76
3956,1.82,1.64,0,1.67
3957,1.72,1.65,1,1.75
3958,1.72,1.67,1,1.74
3959,1.75,1.6,1,1.75
3960,1.67,1.59,0,1.64
3961,1.77,1.62,0,1.65
3962,1.68,1.57,0,1.62
3963,1.68,1.6,0,1.65
3964,1.72,1.61,1,1.75
3965,1.75,1.61,1,1.75
3966,1.63,1.62,0,1.61
3967,1.83,1.63,1,1.77
3968,1.79,1.59,0,1.65
3969,1.77,1.6,1,1.76
3970,1.74,1.65,0,1.65
3971,1.7,1.6,0,1.64
3972,1.86,1.61,1,1.77
3973,1.79,1.57,0,1.64
3974,1.79,1.63,1,1.76
3975,1.61,1.6,0,1.63
3976,1.74,1.67,0,1.67
3977,1.79,1.6,0,1.66
3978,1.83,1.63,0,1.66
3979,1.74,1.59,1,1.75
3980,1.76,1.56,0,1.65
3981,1.75,1.61,1,1.75
3982,1.79,1.6,0,1.66
3983,1.7,1.62,1,1.75
3984,1.8,1.71,1,1.77
3985,1.71,1.57,0,1.64
3986,1.81,1.64,1,1.77
3987,1.67,1.61,1,1.74
3988,1.77,1.6,1,1.76
3989,1.79,1.66,1,1.77
3990,1.79,1.62,1,1.77
3991,1.72,1.69,1,1.77
3992,1.75,1.62,0,1.67
3993,1.67,1.6,0,1.63
3994,1.67,1.65,1,1.75
3995,1.66,1.63,1,1.73
3996,1.82,1.69,1,1.78
3997,1.72,1.68,1,1.76
3998,1.76,1.62,0,1.66
3999,1.77,1.63,1,1.77
4000,1.77,1.62,0,1.66
4001,1.7,1.65,1,1.75
4002,1.72,1.65,1,1.75
4003,1.64,1.58,1,1.7
4004,1.75,1.59,0,1.63
4005,1.62,1.57,1,1.71
4006,1.76,1.65,1,1.76
4007,1.78,1.61,0,1.66
4008,1.64,1.57,0,1.6
4009,1.69,1.62,0,1.63
4010,1.78,1.68,0,1.66
4011,1.88,1.7,0,1.68
4012,1.69,1.65,1,1.74
4013,1.79,1.63,0,1.66
4014,1.81,1.53,0,1.63
4015,1.77,1.6,1,1.76
4016,1.78,1.65,0,1.66
4017,1.76,1.58,0,1.65
4018,1.76,1.66,0,1.67
4019,1.79,1.62,1,1.76
4020,1.74,1.61,0,1.63
4021,1.75,1.6,1,1.76
4022,1.69,1.66,0,1.64
4023,1.67,1.6,1,1.71
4024,1.77,1.61,1,1.77
4025,1.81,1.56,0,1.65
4026,1.73,1.68,0,1.66
4027,1.67,1.62,0,1.63
4028,1.76,1.6,1,1.75
4029,1.7,1.69,1,1.76
4030,1.78,1.63,1,1.77
4031,1.75,1.57,1,1.74
4032,1.81,1.76,1,1.78
4033,1.77,1.68,0,1.68
4034,1.85,1.59,1,1.79
4035,1.72,1.66,0,1.66
4036,1.69,1.58,1,1.73
4037,1.76,1.58,1,1.75
4038,1.75,1.55,1,1.73
4039,1.73,1.59,1,1.73
4040,1.75,1.66,0,1.65
4041,1.69,1.64,1,1.75
4042,1.79,1.63,1,1.76
4043,1.86,1.58,1,1.79
4044,1.67,1.62,0,1.64
4045,1.74,1.65,1,1.75
4046,1.73,1.68,1,1.76
4047,1.83,1.56,1,1.77
4048,1.65,1.6,0,1.63
4049,1.73,1.61,1,1.71
4050,1.69,1.6,0,1.63
4051,1.7,1.68,1,1.76
4052,1.7,1.62,1,1.76
4053,1.85,1.59,1,1.76
4054,1.67,1.6,0,1.61
4055,1.69,1.66,0,1.64
4056,1.67,1.56,0,1.61
4057,1.69,1.67,1,1.75
4058,1.79,1.62,0,1.65
4059,1.72,1.56,0,1.62
4060,1.73,1.62,1,1.75
4061,1.81,1.68,1,1.77
4062,1.68,1.55,1,1.72
4063,1.84,1.58,0,1.64
4064,1.73,1.56,1,1.73
4065,1.79,1.66,1,1.77
4066,1.76,1.74,0,1.69
4067,1.65,1.61,1,1.72
4068,1.74,1.67,1,1.76
4069,1.68,1.65,1,1.74
4070,1.75,1.6,0,1.65
4071,1.74,1.56,0,1.65
4072,1.73,1.63,0,1.66
4073,1.69,1.6,0,1.64
4074,1.74,1.66,1,1.77
4075,1.76,1.63,0,1.65
4076,1.7,1.66,1,1.74
4077,1.68,1.6,1,1.72
4078,1.73,1.6,0,1.62
4079,1.75,1.67,1,1.76
4080,1.7,1.58,1,1.73
4081,1.83,1.65,1,1.78
4082,1.8,1.63,0,1.66
4083,1.83,1.66,1,1.78
4084,1.76,1.55,0,1.63
4085,1.72,1.65,1,1.74
4086,1.73,1.63,1,1.76
4087,1.8,1.64,1,1.77
4088,1.68,1.67,0,1.65
4089,1.7,1.64,1,1.75
4090,1.75,1.72,1,1.77
4091,1.71,1.64,1,1.76
4092,1.68,1.56,0,1.63
4093,1.75,1.59,0,1.63
4094,1.69,1.66,0,1.65
4095,1.71,1.69,0,1.66
4096,1.8,1.57,1,1.76
4097,1.64,1.59,1,1.72
4098,1.74,1.61,1,1.76
4099,1.66,1.64,0,1.64
4100,1.78,1.54,1,1.75
4101,1.74,1.55,0,1.63
4102,1.64,1.62,1,1.73
4103,1.65,1.58,0,1.62
4104,1.67,1.56,1,1.73
4105,1.75,1.63,0,1.64
4106,1.79,1.62,1,1.76
4107,1.75,1.63,1,1.77
4108,1.71,1.67,0,1.66
4109,1.64,1.66,0,1.65
4110,1.73,1.63,1,1.77
4111,1.76,1.56,1,1.75
4112,1.73,1.63,0,1.64
4113,1.75,1.54,1,1.73
4114,1.69,1.6,0,1.65
4115,1.61,1.59,1,1.7
4116,1.74,1.7,1,1.77
4117,1.68,1.59,0,1.62
4118,1.72,1.7,0,1.66
4119,1.74,1.62,0,1.65
4120,1.73,1.64,0,1.66
4121,1.77,1.65,1,1.78
4122,1.71,1.6,0,1.64
4123,1.69,1.63,1,1.76
4124,1.74,1.66,1,1.75
4125,1.7,1.55,0,1.63
4126,1.8,1.63,0,1.65
4127,1.76,1.64,1,1.77
4128,1.7,1.58,0,1.63
4129,1.71,1.64,0,1.67
4130,1.77,1.54,1,1.74
4131,1.79,1.64,0,1.67
4132,1.68,1.62,0,1.63
4133,1.69,1.62,1,1.75
4134,1.76,1.55,0,1.62
4135,1.8,1.66,0,1.68
4136,1.75,1.63,0,1.66
4137,1.81,1.69,1,1.82
4138,1.77,1.69,1,1.75
4139,1.77,1.6,0,1.64
4140,1.74,1.57,0,1.65
4141,1.76,1.75,0,1.68
4142,1.68,1.67,0,1.64
4143,1.75,1.67,0,1.67
4144,1.78,1.66,1,1.77
4145,1.76,1.61,0,1.65
4146,1.81,1.61,1,1.76
4147,1.79,1.59,1,1.76
4148,1.7,1.65,1,1.73
4149,1.66,1.6,0,1.62
4150,1.83,1.64,0,1.68
4151,1.73,1.69,1,1.78
4152,1.68,1.56,0,1.62
4153,1.77,1.57,1,1.76
4154,1.68,1.67,0,1.65
4155,1.82,1.6,1,1.77
4156,1.74,1.65,1,1.76
4157,1.74,1.61,0,1.66
4158,1.69,1.6,0,1.63
4159,1.72,1.7,0,1.68
4160,1.8,1.58,0,1.64
4161,1.7,1.65,1,1.73
4162,1.79,1.74,1,1.78
4163,1.67,1.61,1,1.73
4164,1.81,1.56,0,1.65
4165,1.68,1.62,0,1.63
4166,1.64,1.7,1,1.73
